Number of data: 20000
Number of incorrect classifications: 5296
Test Sample Error Rate: 0.264787
Battacharyya bound: 0.32373
Chernoff bound: 0.3198
         beta*: 0.425
-0.429121, 0.8745, ONE, ONE, o
2.40295, 2.81488, ONE, ONE, o
3.57559, 3.38542, ONE, TWO, X
2.5139, 1.8297, ONE, ONE, o
1.98696, 2.57664, ONE, ONE, o
2.28918, 1.04179, ONE, ONE, o
2.66754, 2.86487, ONE, TWO, X
1.04568, 1.01741, ONE, ONE, o
2.65586, 1.70911, ONE, ONE, o
1.26093, 1.46509, ONE, ONE, o
2.68396, 2.69176, ONE, ONE, o
2.0765, 2.90537, ONE, ONE, o
2.41325, 2.1055, ONE, ONE, o
2.28858, 1.15091, ONE, ONE, o
2.47861, 2.39216, ONE, ONE, o
1.39934, 1.4126, ONE, ONE, o
2.03439, 2.40739, ONE, ONE, o
1.08528, 3.63259, ONE, TWO, X
1.87044, 2.03026, ONE, ONE, o
1.43006, 2.70062, ONE, ONE, o
2.88549, 2.24174, ONE, ONE, o
2.29561, 1.28418, ONE, ONE, o
1.53274, 0.020352, ONE, ONE, o
1.24734, 2.30086, ONE, ONE, o
1.68379, -0.049022, ONE, ONE, o
1.40754, 2.27334, ONE, ONE, o
0.839637, 0.982916, ONE, ONE, o
2.73749, 1.55605, ONE, ONE, o
3.0541, -0.34304, ONE, ONE, o
3.83385, 2.77773, ONE, TWO, X
4.59696, 2.60457, ONE, TWO, X
2.93737, 0.798875, ONE, ONE, o
1.15185, 1.77911, ONE, ONE, o
1.5084, 1.85544, ONE, ONE, o
2.5331, 2.07738, ONE, ONE, o
1.8557, 1.00452, ONE, ONE, o
-0.299039, 2.28231, ONE, ONE, o
2.49951, 2.80589, ONE, ONE, o
2.33336, 2.60768, ONE, ONE, o
3.25141, 2.51333, ONE, TWO, X
1.91809, 4.4299, ONE, TWO, X
2.04395, 2.50512, ONE, ONE, o
1.89776, 3.9801, ONE, TWO, X
-0.218093, 2.30479, ONE, ONE, o
0.595507, 3.05666, ONE, ONE, o
0.37418, 1.90063, ONE, ONE, o
-0.470676, 1.66162, ONE, ONE, o
1.23966, 2.95342, ONE, ONE, o
3.05079, 2.51278, ONE, TWO, X
2.48434, 3.35998, ONE, TWO, X
2.95926, 2.11563, ONE, ONE, o
1.4982, 1.12484, ONE, ONE, o
1.26302, 2.9263, ONE, ONE, o
2.28259, 1.24404, ONE, ONE, o
2.54215, 3.0412, ONE, TWO, X
2.25645, 1.58384, ONE, ONE, o
2.37934, 0.770938, ONE, ONE, o
1.69426, 2.68033, ONE, ONE, o
0.267112, 1.86125, ONE, ONE, o
0.667173, 1.58654, ONE, ONE, o
1.45736, 1.11563, ONE, ONE, o
3.80833, 1.07282, ONE, TWO, X
2.62993, 3.31997, ONE, TWO, X
2.28438, 2.13594, ONE, ONE, o
3.15478, 1.76126, ONE, ONE, o
1.21948, 2.42412, ONE, ONE, o
2.02421, 1.92903, ONE, ONE, o
3.82348, 2.92269, ONE, TWO, X
0.768548, 0.82992, ONE, ONE, o
2.70186, 2.75921, ONE, ONE, o
1.13514, 0.6483, ONE, ONE, o
2.40155, 1.0548, ONE, ONE, o
2.37338, 1.62697, ONE, ONE, o
1.6123, 3.63067, ONE, TWO, X
2.25359, 2.24664, ONE, ONE, o
2.8867, 2.72513, ONE, TWO, X
0.760458, 1.75966, ONE, ONE, o
0.632297, 3.27855, ONE, ONE, o
0.466209, 0.868195, ONE, ONE, o
1.6967, 2.44742, ONE, ONE, o
2.5031, 1.19964, ONE, ONE, o
3.36791, 3.44607, ONE, TWO, X
1.8902, 1.02799, ONE, ONE, o
0.959657, 2.64008, ONE, ONE, o
1.44701, 3.87892, ONE, TWO, X
2.27308, 3.40643, ONE, TWO, X
1.74038, 3.54704, ONE, TWO, X
3.43679, 2.97983, ONE, TWO, X
2.39292, 0.578255, ONE, ONE, o
2.95855, 2.66632, ONE, TWO, X
2.01189, 3.7263, ONE, TWO, X
0.516617, 2.9555, ONE, ONE, o
0.778855, 0.833038, ONE, ONE, o
2.18702, 2.05681, ONE, ONE, o
2.10104, 2.38412, ONE, ONE, o
2.10687, 0.327209, ONE, ONE, o
1.649, 2.93055, ONE, ONE, o
2.29918, 2.24574, ONE, ONE, o
1.7002, 2.74164, ONE, ONE, o
-0.341752, 3.17833, ONE, TWO, X
0.259262, 4.38467, ONE, TWO, X
2.74235, 2.15547, ONE, ONE, o
1.70701, 2.26813, ONE, ONE, o
2.89953, 2.93886, ONE, TWO, X
2.00803, 2.10238, ONE, ONE, o
2.80011, 3.43042, ONE, TWO, X
0.773826, 3.60265, ONE, TWO, X
3.03112, 3.49149, ONE, TWO, X
2.42918, 1.41434, ONE, ONE, o
0.63037, 4.24912, ONE, TWO, X
0.13211, 3.29249, ONE, TWO, X
1.01922, 1.38494, ONE, ONE, o
2.30569, 1.83684, ONE, ONE, o
0.944245, 1.65671, ONE, ONE, o
1.58413, 2.51724, ONE, ONE, o
1.9508, 1.48523, ONE, ONE, o
2.16769, 2.12778, ONE, ONE, o
2.76587, -0.221266, ONE, ONE, o
1.47517, 0.52207, ONE, ONE, o
3.34969, 3.63928, ONE, TWO, X
0.05958, 1.16987, ONE, ONE, o
3.19071, 2.15962, ONE, ONE, o
2.33771, 1.62564, ONE, ONE, o
1.4428, 2.19524, ONE, ONE, o
1.89528, 1.74097, ONE, ONE, o
2.28486, 0.468725, ONE, ONE, o
1.99538, 1.59554, ONE, ONE, o
3.39107, 2.79788, ONE, TWO, X
1.84834, 0.511628, ONE, ONE, o
2.70772, 3.33467, ONE, TWO, X
3.18852, 0.752963, ONE, ONE, o
1.63228, 2.55538, ONE, ONE, o
1.23486, 1.10262, ONE, ONE, o
1.24709, 2.25461, ONE, ONE, o
2.78796, 2.11525, ONE, ONE, o
1.12581, 2.33475, ONE, ONE, o
3.78221, 1.34101, ONE, TWO, X
0.648853, 2.54315, ONE, ONE, o
1.03288, 1.60218, ONE, ONE, o
2.41158, 4.0414, ONE, TWO, X
1.73752, 1.87898, ONE, ONE, o
2.26696, 2.65275, ONE, ONE, o
1.84471, 1.75793, ONE, ONE, o
2.01882, 1.77924, ONE, ONE, o
3.31185, 2.46474, ONE, TWO, X
2.10786, 1.7843, ONE, ONE, o
2.40366, 1.96153, ONE, ONE, o
3.48779, 0.068513, ONE, ONE, o
1.72561, 2.34318, ONE, ONE, o
0.129216, 1.20305, ONE, ONE, o
2.50068, 1.09241, ONE, ONE, o
1.37804, 1.81265, ONE, ONE, o
3.5173, 1.37239, ONE, ONE, o
2.49479, 2.75347, ONE, ONE, o
2.61212, 1.88324, ONE, ONE, o
2.48834, 2.48299, ONE, ONE, o
0.135738, 1.75054, ONE, ONE, o
2.50093, 0.429387, ONE, ONE, o
3.62386, 1.06038, ONE, ONE, o
3.18354, 2.02146, ONE, ONE, o
2.09885, 2.58524, ONE, ONE, o
2.02897, 2.43249, ONE, ONE, o
1.08047, 1.60065, ONE, ONE, o
2.98273, 2.53445, ONE, TWO, X
1.65607, 3.28103, ONE, ONE, o
3.7782, 1.90754, ONE, TWO, X
2.08035, 2.39959, ONE, ONE, o
2.05629, 3.74994, ONE, TWO, X
0.499375, 2.95878, ONE, ONE, o
2.94901, 0.603287, ONE, ONE, o
2.14905, 1.61835, ONE, ONE, o
1.9653, 2.35322, ONE, ONE, o
0.424493, 1.93317, ONE, ONE, o
1.5647, 2.51981, ONE, ONE, o
-0.343449, 1.58253, ONE, ONE, o
2.02031, 3.45097, ONE, TWO, X
2.83931, 1.69139, ONE, ONE, o
3.63729, 1.47611, ONE, ONE, o
2.28112, 4.17726, ONE, TWO, X
2.80806, 0.999198, ONE, ONE, o
1.07447, 1.92841, ONE, ONE, o
4.31301, 2.13446, ONE, TWO, X
1.7432, 0.663052, ONE, ONE, o
1.56153, 1.25996, ONE, ONE, o
1.48191, 1.72555, ONE, ONE, o
0.277362, 2.61093, ONE, ONE, o
0.391111, 3.66614, ONE, TWO, X
2.78346, 2.59117, ONE, ONE, o
1.65214, 3.1564, ONE, ONE, o
-0.936978, 1.30268, ONE, ONE, o
1.17036, 2.48719, ONE, ONE, o
2.81684, 1.12604, ONE, ONE, o
1.79643, 0.748213, ONE, ONE, o
2.68036, 1.55343, ONE, ONE, o
2.19272, 1.29712, ONE, ONE, o
1.32554, 0.660465, ONE, ONE, o
0.366994, 1.47007, ONE, ONE, o
0.222725, 1.8659, ONE, ONE, o
1.56771, 0.764636, ONE, ONE, o
2.43828, 1.25153, ONE, ONE, o
1.53761, 3.26079, ONE, ONE, o
2.00868, 0.179099, ONE, ONE, o
0.940541, 2.20959, ONE, ONE, o
2.56984, 2.06184, ONE, ONE, o
2.78356, 0.365671, ONE, ONE, o
2.23573, 2.52447, ONE, ONE, o
4.62859, 4.34025, ONE, TWO, X
1.48585, 1.18988, ONE, ONE, o
1.53133, -1.06648, ONE, ONE, o
1.7412, 2.63457, ONE, ONE, o
1.64199, 2.82482, ONE, ONE, o
0.159547, 1.70742, ONE, ONE, o
1.46939, 2.8861, ONE, ONE, o
2.41948, 4.13713, ONE, TWO, X
1.95036, 2.10248, ONE, ONE, o
1.0549, 2.99972, ONE, ONE, o
1.87017, 0.975495, ONE, ONE, o
1.64905, 0.896375, ONE, ONE, o
3.13883, 2.3519, ONE, TWO, X
3.09674, 2.68954, ONE, TWO, X
1.33553, 4.25285, ONE, TWO, X
0.084663, 3.11541, ONE, ONE, o
2.31868, 2.98525, ONE, ONE, o
2.6691, 1.54174, ONE, ONE, o
0.663394, 2.38543, ONE, ONE, o
1.42609, 2.48272, ONE, ONE, o
0.462815, 3.1033, ONE, ONE, o
1.50819, 2.69894, ONE, ONE, o
3.92573, 3.98617, ONE, TWO, X
1.36662, 2.8646, ONE, ONE, o
-0.282236, 2.29257, ONE, ONE, o
0.51463, 2.88027, ONE, ONE, o
0.818592, 2.45555, ONE, ONE, o
2.15221, 0.523353, ONE, ONE, o
0.472024, 0.051942, ONE, ONE, o
1.05186, 0.826554, ONE, ONE, o
2.57408, -0.072035, ONE, ONE, o
0.411213, 1.2052, ONE, ONE, o
2.64282, 3.4215, ONE, TWO, X
2.45764, 1.61701, ONE, ONE, o
2.21068, 0.888584, ONE, ONE, o
1.97217, 1.52838, ONE, ONE, o
3.36555, 1.70966, ONE, ONE, o
2.74357, 2.24187, ONE, ONE, o
1.82151, 0.412507, ONE, ONE, o
1.42839, 1.64617, ONE, ONE, o
1.86644, 3.18173, ONE, ONE, o
3.23201, 1.22885, ONE, ONE, o
2.77942, 2.24924, ONE, ONE, o
0.214403, 2.93257, ONE, ONE, o
3.8352, 2.78045, ONE, TWO, X
1.20699, 1.83013, ONE, ONE, o
1.91607, 1.22864, ONE, ONE, o
3.18489, 1.365, ONE, ONE, o
2.80036, 1.63128, ONE, ONE, o
0.290348, 1.85125, ONE, ONE, o
0.354348, 0.869417, ONE, ONE, o
2.32815, 1.3116, ONE, ONE, o
1.92959, 1.25501, ONE, ONE, o
0.049549, 0.808224, ONE, ONE, o
3.22665, 1.31809, ONE, ONE, o
3.57007, -1.30634, ONE, ONE, o
1.81637, 2.46665, ONE, ONE, o
0.734954, 0.420724, ONE, ONE, o
1.98902, 0.91873, ONE, ONE, o
2.79932, 2.74093, ONE, TWO, X
2.06218, 0.646995, ONE, ONE, o
0.590015, 1.74561, ONE, ONE, o
1.07967, 1.81227, ONE, ONE, o
1.37983, 3.01173, ONE, ONE, o
0.707793, 2.79994, ONE, ONE, o
1.5405, 1.23849, ONE, ONE, o
1.13053, 3.30167, ONE, ONE, o
3.26945, 1.51247, ONE, ONE, o
0.235838, 2.67497, ONE, ONE, o
2.92847, 1.61981, ONE, ONE, o
2.56684, 3.71454, ONE, TWO, X
1.5565, 2.99776, ONE, ONE, o
2.08083, 0.739072, ONE, ONE, o
0.716744, 1.41029, ONE, ONE, o
1.1475, 1.6145, ONE, ONE, o
2.50963, 2.83206, ONE, ONE, o
0.104243, 2.16602, ONE, ONE, o
1.56771, 2.74896, ONE, ONE, o
1.57194, 2.15571, ONE, ONE, o
1.09971, 3.24492, ONE, ONE, o
4.93919, 1.00582, ONE, TWO, X
2.87401, 1.89725, ONE, ONE, o
1.86345, 1.78303, ONE, ONE, o
1.41077, 3.09554, ONE, ONE, o
2.70238, 0.699571, ONE, ONE, o
2.58413, 1.69551, ONE, ONE, o
2.69106, 0.785871, ONE, ONE, o
2.74043, 2.49951, ONE, ONE, o
1.44774, -0.070108, ONE, ONE, o
2.50075, 1.61091, ONE, ONE, o
1.15598, 1.65311, ONE, ONE, o
2.56374, 2.81452, ONE, ONE, o
3.52729, 2.91502, ONE, TWO, X
2.11102, 3.17264, ONE, TWO, X
2.94284, 0.783129, ONE, ONE, o
-0.228942, 2.54715, ONE, ONE, o
2.00486, 1.97646, ONE, ONE, o
1.811, 1.43645, ONE, ONE, o
3.08025, 2.91559, ONE, TWO, X
3.27474, -0.045659, ONE, ONE, o
3.19837, 0.922836, ONE, ONE, o
0.802777, 1.79836, ONE, ONE, o
0.938474, 1.61301, ONE, ONE, o
2.33652, 1.7104, ONE, ONE, o
2.90007, 2.50586, ONE, ONE, o
1.93053, 0.336842, ONE, ONE, o
3.0943, 1.95706, ONE, ONE, o
2.00828, 2.40306, ONE, ONE, o
1.52336, 4.42439, ONE, TWO, X
2.4487, 2.14469, ONE, ONE, o
0.191498, 3.21269, ONE, ONE, o
4.5704, 1.09441, ONE, TWO, X
2.90354, 2.67805, ONE, TWO, X
1.78914, 0.602596, ONE, ONE, o
2.54109, 2.26531, ONE, ONE, o
0.710912, 0.318013, ONE, ONE, o
1.94149, 2.26958, ONE, ONE, o
2.94637, 4.35571, ONE, TWO, X
1.31171, 1.11926, ONE, ONE, o
4.27456, 1.1694, ONE, TWO, X
1.84478, 1.77962, ONE, ONE, o
0.844933, 0.726625, ONE, ONE, o
3.16455, 0.894532, ONE, ONE, o
1.71544, 2.2916, ONE, ONE, o
3.14198, 1.01259, ONE, ONE, o
1.87378, 2.0284, ONE, ONE, o
4.36965, 0.986818, ONE, TWO, X
2.48952, 1.0865, ONE, ONE, o
1.79506, -0.519847, ONE, ONE, o
2.43832, 2.73666, ONE, ONE, o
2.05595, 2.00778, ONE, ONE, o
1.37697, 0.480655, ONE, ONE, o
1.70031, 4.75687, ONE, TWO, X
2.47612, 0.365544, ONE, ONE, o
2.96967, 1.80963, ONE, ONE, o
0.412868, 1.36921, ONE, ONE, o
0.70241, 3.25877, ONE, ONE, o
1.64338, 2.04621, ONE, ONE, o
3.38125, 2.87378, ONE, TWO, X
1.58314, 0.749521, ONE, ONE, o
3.38565, 1.73514, ONE, ONE, o
1.15309, 0.810376, ONE, ONE, o
2.06082, 1.43625, ONE, ONE, o
1.59524, 3.28206, ONE, ONE, o
1.04824, 1.79982, ONE, ONE, o
2.05618, 2.04315, ONE, ONE, o
3.01067, 4.67731, ONE, TWO, X
2.66474, 3.90693, ONE, TWO, X
1.27045, 2.08333, ONE, ONE, o
0.760056, 1.72254, ONE, ONE, o
1.63647, 1.47028, ONE, ONE, o
2.81312, 1.34749, ONE, ONE, o
0.574027, 1.27001, ONE, ONE, o
2.38092, 0.156526, ONE, ONE, o
1.42283, 3.46412, ONE, TWO, X
1.29439, 3.13579, ONE, ONE, o
0.785946, 3.97976, ONE, TWO, X
2.59227, 4.17874, ONE, TWO, X
4.21329, 2.61888, ONE, TWO, X
3.46764, 2.51993, ONE, TWO, X
2.78135, 1.21314, ONE, ONE, o
0.905313, 1.17933, ONE, ONE, o
3.77165, 1.99338, ONE, TWO, X
2.87694, 3.90847, ONE, TWO, X
1.66502, 1.74432, ONE, ONE, o
1.6451, 2.62697, ONE, ONE, o
0.623835, 0.727846, ONE, ONE, o
1.62992, 1.68255, ONE, ONE, o
1.55988, 2.61099, ONE, ONE, o
2.07958, 1.49939, ONE, ONE, o
1.89646, 1.76581, ONE, ONE, o
1.45658, 1.87116, ONE, ONE, o
3.55592, 0.743117, ONE, ONE, o
3.54794, 1.68155, ONE, ONE, o
2.21356, 0.930234, ONE, ONE, o
4.50757, 0.963109, ONE, TWO, X
2.48939, 1.37449, ONE, ONE, o
1.05596, 3.29486, ONE, ONE, o
3.90402, 1.25223, ONE, TWO, X
2.34783, 1.9788, ONE, ONE, o
3.37294, 1.66834, ONE, ONE, o
0.616387, 0.745719, ONE, ONE, o
2.68916, 1.09911, ONE, ONE, o
1.43482, 1.77056, ONE, ONE, o
2.14318, 3.16518, ONE, TWO, X
1.91535, 1.40898, ONE, ONE, o
-0.430736, 1.90942, ONE, ONE, o
0.489115, 3.71098, ONE, TWO, X
2.24604, 1.60551, ONE, ONE, o
3.27905, 2.95061, ONE, TWO, X
0.799277, 3.56319, ONE, TWO, X
1.77651, 2.76744, ONE, ONE, o
0.548226, 0.854459, ONE, ONE, o
2.11144, 2.83782, ONE, ONE, o
1.39698, 1.37671, ONE, ONE, o
3.46172, 3.31855, ONE, TWO, X
2.47759, -0.110526, ONE, ONE, o
1.56225, 0.852325, ONE, ONE, o
0.962322, 1.68869, ONE, ONE, o
3.10551, 2.33814, ONE, ONE, o
0.701492, 3.36172, ONE, ONE, o
3.31122, 2.78147, ONE, TWO, X
1.68798, 3.60852, ONE, TWO, X
1.30053, 3.50481, ONE, TWO, X
2.91047, 3.30074, ONE, TWO, X
0.315176, 1.2707, ONE, ONE, o
2.31658, 1.63829, ONE, ONE, o
1.84209, 3.12297, ONE, ONE, o
0.321342, 1.4934, ONE, ONE, o
0.522485, 1.28628, ONE, ONE, o
1.58248, 2.52266, ONE, ONE, o
2.42957, 2.771, ONE, ONE, o
2.8849, 1.27781, ONE, ONE, o
2.33076, 2.43277, ONE, ONE, o
0.704315, 3.90497, ONE, TWO, X
0.134602, 1.48319, ONE, ONE, o
3.73349, 0.15713, ONE, ONE, o
1.9852, 0.886005, ONE, ONE, o
1.65882, 1.94996, ONE, ONE, o
0.555188, 1.3073, ONE, ONE, o
2.34056, 3.26178, ONE, TWO, X
2.18961, 2.57006, ONE, ONE, o
0.963852, -0.043495, ONE, ONE, o
1.4042, 2.42018, ONE, ONE, o
2.55983, 1.47263, ONE, ONE, o
3.40726, 3.16907, ONE, TWO, X
1.43409, 1.24631, ONE, ONE, o
3.9728, 2.41783, ONE, TWO, X
0.421082, 3.07346, ONE, ONE, o
2.11769, 2.7065, ONE, ONE, o
3.64414, 3.08421, ONE, TWO, X
2.57488, 2.78139, ONE, ONE, o
2.81886, 2.10908, ONE, ONE, o
1.0523, 0.597, ONE, ONE, o
2.93748, 2.7822, ONE, TWO, X
1.55567, 0.813197, ONE, ONE, o
0.547832, 2.16204, ONE, ONE, o
2.14239, 2.7881, ONE, ONE, o
2.78999, 1.94032, ONE, ONE, o
1.61982, 1.20902, ONE, ONE, o
1.23497, 1.44407, ONE, ONE, o
1.34737, 2.16259, ONE, ONE, o
3.04224, 1.94623, ONE, ONE, o
2.14856, 1.45971, ONE, ONE, o
2.35528, 1.07706, ONE, ONE, o
1.97622, 0.680656, ONE, ONE, o
0.442385, 1.53295, ONE, ONE, o
1.30314, 1.59477, ONE, ONE, o
2.92813, 1.15545, ONE, ONE, o
3.58642, 3.1222, ONE, TWO, X
3.90643, 1.21096, ONE, TWO, X
2.0485, 2.47502, ONE, ONE, o
2.14239, 2.43628, ONE, ONE, o
4.40081, 1.49818, ONE, TWO, X
2.59622, 2.11964, ONE, ONE, o
2.64848, 2.22759, ONE, ONE, o
0.392221, 1.34585, ONE, ONE, o
1.26591, 1.75186, ONE, ONE, o
0.773541, 4.00927, ONE, TWO, X
0.924842, 0.499905, ONE, ONE, o
2.02227, 2.41766, ONE, ONE, o
3.44129, 3.1642, ONE, TWO, X
1.8723, 2.05236, ONE, ONE, o
1.10934, 1.32875, ONE, ONE, o
2.86005, 2.09966, ONE, ONE, o
2.42502, 0.370229, ONE, ONE, o
2.42894, 1.57001, ONE, ONE, o
1.28913, 1.43427, ONE, ONE, o
2.96314, 0.747355, ONE, ONE, o
2.55618, 1.81428, ONE, ONE, o
1.94887, 2.52539, ONE, ONE, o
1.21189, 2.56793, ONE, ONE, o
3.84662, 1.5115, ONE, TWO, X
3.5354, 1.06465, ONE, ONE, o
4.30012, 2.6027, ONE, TWO, X
-0.16413, 2.8501, ONE, ONE, o
1.98738, 4.57811, ONE, TWO, X
1.29741, 3.93815, ONE, TWO, X
-0.212909, 4.39716, ONE, TWO, X
1.19839, 2.37242, ONE, ONE, o
1.98527, 3.00869, ONE, ONE, o
2.25146, 3.47248, ONE, TWO, X
2.20701, 0.875517, ONE, ONE, o
0.366758, 2.46765, ONE, ONE, o
4.41639, 2.81774, ONE, TWO, X
1.78086, 2.67234, ONE, ONE, o
0.941142, 1.23833, TWO, ONE, X
3.32187, 4.07437, TWO, TWO, o
-1.02168, -1.42989, TWO, ONE, X
4.85203, 0.739634, TWO, TWO, o
1.42516, 5.28723, TWO, TWO, o
1.94475, 3.83363, TWO, TWO, o
1.80659, 0.926849, TWO, ONE, X
1.31817, 0.868658, TWO, ONE, X
2.39518, 0.926334, TWO, ONE, X
-0.271529, 1.04009, TWO, ONE, X
1.089, -0.166221, TWO, ONE, X
1.14088, 1.25183, TWO, ONE, X
1.38155, -2.75297, TWO, ONE, X
0.232519, 0.721386, TWO, ONE, X
1.07933, -0.903193, TWO, ONE, X
0.568664, -1.11259, TWO, ONE, X
1.34004, 2.06477, TWO, ONE, X
3.2818, 1.74396, TWO, ONE, X
5.03871, 0.213646, TWO, TWO, o
-0.446401, -0.102071, TWO, ONE, X
0.828035, 4.0134, TWO, TWO, o
2.60615, 0.440318, TWO, ONE, X
2.71021, 0.94762, TWO, ONE, X
5.59832, 2.77227, TWO, TWO, o
1.13769, 1.27302, TWO, ONE, X
1.48838, 4.20317, TWO, TWO, o
2.11313, 0.149982, TWO, ONE, X
2.47554, 2.34294, TWO, ONE, X
-1.82288, -0.820862, TWO, ONE, X
1.35391, 1.31443, TWO, ONE, X
-0.11756, 1.7759, TWO, ONE, X
2.92155, 1.86532, TWO, ONE, X
-3.74259, 2.13697, TWO, TWO, o
-0.873223, 0.832093, TWO, ONE, X
0.566452, 1.93183, TWO, ONE, X
1.59039, 2.68467, TWO, ONE, X
4.68743, 6.01708, TWO, TWO, o
0.422419, 0.366812, TWO, ONE, X
2.60293, 4.01031, TWO, TWO, o
0.538637, 2.01759, TWO, ONE, X
1.86573, 3.08606, TWO, ONE, X
-0.761977, -0.710356, TWO, ONE, X
0.701128, 2.94853, TWO, ONE, X
3.09001, -0.285958, TWO, ONE, X
2.54264, 0.707885, TWO, ONE, X
0.777501, 1.9284, TWO, ONE, X
2.03815, 1.8569, TWO, ONE, X
-1.90763, 0.240926, TWO, ONE, X
0.872263, 3.349, TWO, ONE, X
1.72541, 0.089397, TWO, ONE, X
-2.02421, 1.84681, TWO, TWO, o
1.58709, 1.95585, TWO, ONE, X
1.03014, 2.25903, TWO, ONE, X
0.989393, 1.53742, TWO, ONE, X
0.518994, 1.2138, TWO, ONE, X
4.73387, 2.54097, TWO, TWO, o
-0.634082, 0.751646, TWO, ONE, X
0.462219, -1.00436, TWO, ONE, X
-0.909883, 0.600005, TWO, ONE, X
1.85232, -0.160859, TWO, ONE, X
0.500514, 4.6068, TWO, TWO, o
1.95571, 0.067152, TWO, ONE, X
2.09293, 0.910933, TWO, ONE, X
0.300665, 0.032161, TWO, ONE, X
4.14679, -1.16059, TWO, TWO, o
1.3406, -0.693562, TWO, ONE, X
-0.473366, 0.063926, TWO, ONE, X
-0.715637, 0.76569, TWO, ONE, X
1.11239, 0.245446, TWO, ONE, X
-0.394057, 0.520336, TWO, ONE, X
-0.385527, 0.195833, TWO, ONE, X
2.02999, 1.30823, TWO, ONE, X
3.25339, 0.36917, TWO, ONE, X
3.65079, -0.043176, TWO, ONE, X
0.485471, 1.09174, TWO, ONE, X
1.72128, -0.144205, TWO, ONE, X
-0.626537, 3.28757, TWO, TWO, o
2.42049, 0.217326, TWO, ONE, X
0.965219, 0.855817, TWO, ONE, X
-0.677336, 1.47351, TWO, ONE, X
-0.895547, 3.07039, TWO, TWO, o
-0.182326, 0.694121, TWO, ONE, X
0.644311, 1.55212, TWO, ONE, X
0.106199, -0.633663, TWO, ONE, X
2.50894, 2.18383, TWO, ONE, X
-3.7452, 4.41924, TWO, TWO, o
-0.812124, 0.434402, TWO, ONE, X
2.29325, 1.25448, TWO, ONE, X
2.40786, 1.47558, TWO, ONE, X
1.48336, 0.33841, TWO, ONE, X
0.591392, 0.370047, TWO, ONE, X
5.85602, 3.92886, TWO, TWO, o
-0.64671, -1.16793, TWO, ONE, X
2.12434, 0.023275, TWO, ONE, X
-0.240243, 0.094341, TWO, ONE, X
0.025273, 2.77264, TWO, ONE, X
-0.250249, 0.637936, TWO, ONE, X
-0.348726, 0.060016, TWO, ONE, X
1.25594, 2.57932, TWO, ONE, X
1.8034, -0.551526, TWO, ONE, X
0.543053, 0.835064, TWO, ONE, X
-0.18013, 1.65326, TWO, ONE, X
2.77207, 1.05802, TWO, ONE, X
-1.04993, 3.70584, TWO, TWO, o
1.76581, -0.564616, TWO, ONE, X
2.8296, 1.40858, TWO, ONE, X
-1.82318, 0.593758, TWO, ONE, X
3.74902, 3.23195, TWO, TWO, o
2.77386, 2.81813, TWO, TWO, o
-1.52726, -0.808147, TWO, ONE, X
2.48321, 2.07974, TWO, ONE, X
1.45295, 0.151241, TWO, ONE, X
3.94622, -0.920889, TWO, TWO, o
2.24572, 0.12863, TWO, ONE, X
3.12644, 0.664331, TWO, ONE, X
-1.61238, 3.37625, TWO, TWO, o
1.66801, 3.10194, TWO, ONE, X
2.06712, 1.05365, TWO, ONE, X
2.41573, 2.45792, TWO, ONE, X
-0.068549, 2.32956, TWO, ONE, X
0.582192, 2.97317, TWO, ONE, X
0.635022, -3.12646, TWO, ONE, X
2.24782, -1.44595, TWO, ONE, X
1.29947, 0.081798, TWO, ONE, X
2.78905, -1.38053, TWO, ONE, X
0.907706, 0.102325, TWO, ONE, X
-1.73142, 1.07327, TWO, ONE, X
-0.089266, 2.73598, TWO, ONE, X
0.688128, 0.266033, TWO, ONE, X
1.04615, -0.486454, TWO, ONE, X
-3.80859, 2.66885, TWO, TWO, o
0.542211, 2.01629, TWO, ONE, X
0.736269, 3.20683, TWO, ONE, X
0.933054, 1.8194, TWO, ONE, X
0.470942, -2.5254, TWO, ONE, X
2.89931, 1.04, TWO, ONE, X
0.971816, 1.18897, TWO, ONE, X
2.24448, 1.5633, TWO, ONE, X
-0.185632, 1.95857, TWO, ONE, X
0.703643, 2.65209, TWO, ONE, X
-1.79164, 1.46485, TWO, TWO, o
1.31699, 0.174205, TWO, ONE, X
1.21894, 3.79064, TWO, TWO, o
1.12943, 2.32798, TWO, ONE, X
1.3946, 3.82104, TWO, TWO, o
2.0303, 1.53699, TWO, ONE, X
1.50402, 0.047494, TWO, ONE, X
-1.22323, -2.40023, TWO, TWO, o
1.22532, 3.80387, TWO, TWO, o
4.71479, -0.685793, TWO, TWO, o
1.3439, -1.15354, TWO, ONE, X
0.884906, 0.895264, TWO, ONE, X
3.58906, 0.676426, TWO, ONE, X
1.35474, 1.81095, TWO, ONE, X
1.87662, -0.263532, TWO, ONE, X
3.01114, 0.345862, TWO, ONE, X
2.33114, -2.71313, TWO, ONE, X
2.40954, -0.905757, TWO, ONE, X
1.28703, -1.25339, TWO, ONE, X
1.64157, 1.82303, TWO, ONE, X
1.45279, -1.20376, TWO, ONE, X
1.72508, 0.569641, TWO, ONE, X
2.90665, 2.82294, TWO, TWO, o
-0.065751, 0.89454, TWO, ONE, X
1.76076, 1.65201, TWO, ONE, X
0.661031, 2.12928, TWO, ONE, X
-1.70735, 3.88619, TWO, TWO, o
2.19119, -0.84499, TWO, ONE, X
