Number of data: 20000
Number of incorrect classifications: 8717
Test Sample Error Rate: 0.435828
Battacharyya bound: 0.373529
Chernoff bound: 0.3
         beta*: 0.999998
1.43882, 0.54064, ONE, ONE, o
1.14331, 0.792022, TWO, ONE, X
0.45482, 1.42447, TWO, ONE, X
0.108068, 0.859036, TWO, ONE, X
0.923957, -0.441705, TWO, ONE, X
0.687708, 1.22347, TWO, ONE, X
2.26984, 1.14024, TWO, TWO, o
1.20082, 1.73276, TWO, ONE, X
-0.361119, 0.299775, TWO, ONE, X
1.61342, 3.74792, TWO, TWO, o
2.63519, 0.43987, TWO, ONE, X
1.02317, 0.766021, TWO, ONE, X
1.1077, 0.745624, TWO, ONE, X
0.89046, 0.388697, TWO, ONE, X
3.07962, 2.58449, TWO, TWO, o
1.42868, -0.102164, TWO, ONE, X
0.754801, 0.126992, TWO, ONE, X
3.1055, 1.75621, TWO, TWO, o
1.20803, 1.90818, TWO, TWO, o
0.265478, 0.381068, TWO, ONE, X
-0.143759, 0.16805, TWO, ONE, X
0.961239, 3.02858, TWO, TWO, o
-0.033986, 2.71156, TWO, ONE, X
1.00011, 1.44984, TWO, ONE, X
3.09268, 0.866081, TWO, TWO, o
0.276207, 0.01965, TWO, ONE, X
1.2428, 1.83756, TWO, TWO, o
1.96597, 1.459, TWO, TWO, o
1.25853, 0.345589, TWO, ONE, X
1.33825, 0.018491, TWO, ONE, X
0.988584, 0.244831, TWO, ONE, X
0.572742, 1.28083, TWO, ONE, X
2.18078, 0.172891, TWO, ONE, X
-1.17035, 0.960931, TWO, ONE, X
0.532432, 0.392518, TWO, ONE, X
0.715774, 0.947167, TWO, ONE, X
1.77222, -0.20003, TWO, ONE, X
2.70179, 1.05715, TWO, TWO, o
2.05714, 2.288, TWO, TWO, o
0.4629, 0.704283, TWO, ONE, X
0.071219, 0.96722, TWO, ONE, X
-0.288943, 1.90182, TWO, ONE, X
0.049227, 2.32444, TWO, ONE, X
0.467545, -0.894074, TWO, ONE, X
0.235457, 0.889322, TWO, ONE, X
-0.448515, 2.21929, TWO, ONE, X
0.50944, -0.684974, TWO, ONE, X
1.83077, 1.20602, TWO, ONE, X
1.15152, 1.03686, TWO, ONE, X
0.134948, -0.220245, TWO, ONE, X
0.538266, 1.73564, TWO, ONE, X
1.3236, 1.62087, TWO, ONE, X
2.46179, 2.43709, TWO, TWO, o
1.0934, 1.63965, TWO, ONE, X
1.18892, 0.562765, TWO, ONE, X
0.88615, 0.564535, TWO, ONE, X
0.718543, 2.20855, TWO, ONE, X
0.869396, 0.455571, TWO, ONE, X
1.44398, 0.513186, TWO, ONE, X
0.236635, -0.219437, TWO, ONE, X
0.690484, -0.469095, TWO, ONE, X
-0.127735, 2.27227, TWO, ONE, X
1.0222, 1.01977, TWO, ONE, X
0.922245, 0.581168, TWO, ONE, X
0.205519, 1.24544, TWO, ONE, X
2.52388, 1.86502, TWO, TWO, o
0.998331, 0.376599, TWO, ONE, X
1.38405, -1.31007, TWO, ONE, X
2.17168, 1.86476, TWO, TWO, o
1.36222, 1.75361, TWO, TWO, o
1.33609, 0.14255, TWO, ONE, X
0.683982, 3.0582, TWO, TWO, o
2.54067, 2.87574, TWO, TWO, o
1.45821, 2.9221, TWO, TWO, o
0.01798, 0.910528, TWO, ONE, X
3.70812, 0.016346, TWO, TWO, o
0.560702, 0.811188, TWO, ONE, X
1.34318, 1.82993, TWO, TWO, o
1.10523, 1.82926, TWO, ONE, X
2.46425, 0.642769, TWO, TWO, o
0.512689, 3.43312, TWO, TWO, o
-0.353968, -0.818615, TWO, ONE, X
1.56135, 2.5207, TWO, TWO, o
2.80213, 2.31957, TWO, TWO, o
1.2502, 1.87471, TWO, TWO, o
1.70301, -1.06428, TWO, ONE, X
0.919249, 0.208717, TWO, ONE, X
-0.228027, 2.29488, TWO, ONE, X
1.35594, 1.58207, TWO, ONE, X
-0.266136, 1.31217, TWO, ONE, X
2.16379, 2.71649, TWO, TWO, o
-0.029288, 0.821377, TWO, ONE, X
1.21948, 1.10219, TWO, ONE, X
0.178647, 0.829502, TWO, ONE, X
-0.703687, 1.2167, TWO, ONE, X
0.56935, 3.04531, TWO, TWO, o
0.982118, -0.161158, TWO, ONE, X
2.07169, 1.02835, TWO, TWO, o
0.165067, -0.301947, TWO, ONE, X
0.98051, 2.26922, TWO, TWO, o
-0.214371, 0.493512, TWO, ONE, X
0.936315, 1.65446, TWO, ONE, X
-0.246688, 1.81156, TWO, ONE, X
1.9859, -1.59224, TWO, ONE, X
2.05555, -0.139478, TWO, ONE, X
1.31567, 0.930713, TWO, ONE, X
0.703646, 2.27309, TWO, ONE, X
0.855911, 1.38878, TWO, ONE, X
2.39617, 0.986455, TWO, TWO, o
0.661453, 2.8008, TWO, TWO, o
1.53558, 2.54518, TWO, TWO, o
0.429324, -1.77602, TWO, ONE, X
0.12989, 0.265062, TWO, ONE, X
0.783298, -0.009466, TWO, ONE, X
0.01344, -1.13438, TWO, ONE, X
0.209199, 0.585263, TWO, ONE, X
0.053925, 0.50295, TWO, ONE, X
2.8144, 0.148129, TWO, ONE, X
-0.725678, 0.441998, TWO, ONE, X
0.889604, 1.8859, TWO, ONE, X
0.705394, 1.11104, TWO, ONE, X
-0.576106, 0.400521, TWO, ONE, X
0.531948, -0.954992, TWO, ONE, X
1.03758, 1.05478, TWO, ONE, X
3.38965, -1.04861, TWO, ONE, X
-0.536925, 2.27735, TWO, ONE, X
0.740566, -0.085265, TWO, ONE, X
0.900919, 1.59799, TWO, ONE, X
0.200828, 2.27542, TWO, ONE, X
0.42607, -0.728351, TWO, ONE, X
1.86721, 1.07507, TWO, ONE, X
0.996304, 0.72998, TWO, ONE, X
2.44079, 2.21635, TWO, TWO, o
2.25326, -0.464828, TWO, ONE, X
-0.251335, 0.655169, TWO, ONE, X
1.39564, 1.70197, TWO, TWO, o
1.23226, 1.47468, TWO, ONE, X
0.883446, 2.12446, TWO, ONE, X
1.12873, -0.646819, TWO, ONE, X
0.760739, 1.30795, TWO, ONE, X
-0.923847, 1.5554, TWO, ONE, X
-1.15615, 1.95752, TWO, ONE, X
2.92696, 2.6878, TWO, TWO, o
2.68604, 2.12724, TWO, TWO, o
3.34935, -0.063766, TWO, TWO, o
1.28363, 0.491818, TWO, ONE, X
2.33067, 3.30251, TWO, TWO, o
0.03723, 1.3881, TWO, ONE, X
2.2375, 1.70826, TWO, TWO, o
1.40674, 1.87043, TWO, TWO, o
1.73024, -0.818339, TWO, ONE, X
0.502501, 0.550643, TWO, ONE, X
0.17195, 1.16746, TWO, ONE, X
0.264417, 1.87853, TWO, ONE, X
1.68199, 1.34164, TWO, ONE, X
1.29532, 0.303667, TWO, ONE, X
0.849617, 2.74616, TWO, TWO, o
1.20625, 1.51131, TWO, ONE, X
1.40753, 0.909416, TWO, ONE, X
0.284789, 1.04519, TWO, ONE, X
1.72052, -0.030022, TWO, ONE, X
0.384676, 0.800712, TWO, ONE, X
-0.091263, 0.118447, TWO, ONE, X
0.355895, 0.997953, TWO, ONE, X
0.50683, -0.467452, TWO, ONE, X
1.76201, 1.24633, TWO, ONE, X
2.24761, 2.32642, TWO, TWO, o
0.78587, 1.68956, TWO, ONE, X
1.10939, 0.438134, TWO, ONE, X
1.00815, -0.519101, TWO, ONE, X
0.687319, 0.216224, TWO, ONE, X
2.43513, 1.37871, TWO, TWO, o
-0.440947, 2.14399, TWO, ONE, X
1.5054, 0.251391, TWO, ONE, X
-0.004864, 0.947513, TWO, ONE, X
0.17661, 1.84818, TWO, ONE, X
2.69043, -0.853289, TWO, ONE, X
0.041818, 1.59214, TWO, ONE, X
0.989226, 1.53806, TWO, ONE, X
0.505455, 1.94698, TWO, ONE, X
1.85646, 3.34523, TWO, TWO, o
1.66312, 0.919938, TWO, ONE, X
-0.200465, 1.90681, TWO, ONE, X
1.36208, -0.235422, TWO, ONE, X
1.8391, -0.457658, TWO, ONE, X
1.19465, 1.42806, TWO, ONE, X
0.908031, 0.497544, TWO, ONE, X
2.03556, 0.435869, TWO, ONE, X
2.22974, 1.36704, TWO, TWO, o
0.046139, 2.85212, TWO, ONE, X
-0.304381, -0.146051, TWO, ONE, X
0.75583, -0.69816, TWO, ONE, X
1.38097, 0.336701, TWO, ONE, X
0.691835, 3.03982, TWO, TWO, o
1.18641, 0.227669, TWO, ONE, X
0.78226, 1.12302, TWO, ONE, X
0.026958, 0.062536, TWO, ONE, X
3.18364, 1.03882, TWO, TWO, o
1.96985, -0.632532, TWO, ONE, X
2.0949, 1.82268, TWO, TWO, o
0.466705, 0.358438, TWO, ONE, X
0.716478, 1.49336, TWO, ONE, X
-0.004798, 1.49769, TWO, ONE, X
1.19026, 1.38763, TWO, ONE, X
1.85892, 0.884305, TWO, ONE, X
0.385358, 0.224563, TWO, ONE, X
1.00207, 1.76142, TWO, ONE, X
0.911973, 2.88652, TWO, TWO, o
1.79005, -0.35459, TWO, ONE, X
1.11099, 0.942685, TWO, ONE, X
1.4949, 1.33959, TWO, ONE, X
-0.184894, 1.04795, TWO, ONE, X
0.648551, -2.23405, TWO, ONE, X
0.457422, 0.744738, TWO, ONE, X
0.011449, 2.06653, TWO, ONE, X
1.65613, 0.059596, TWO, ONE, X
1.37607, -0.139919, TWO, ONE, X
3.09039, 1.45184, TWO, TWO, o
1.68294, 2.8629, TWO, TWO, o
0.744939, 1.66922, TWO, ONE, X
-0.85243, 0.311225, TWO, ONE, X
1.90973, -0.710668, TWO, ONE, X
-0.212279, 0.940141, TWO, ONE, X
-0.554875, 1.24265, TWO, ONE, X
-0.68998, 2.24487, TWO, ONE, X
-0.246631, 1.2185, TWO, ONE, X
0.473153, 0.571311, TWO, ONE, X
0.887062, 1.53919, TWO, ONE, X
1.20959, 0.307553, TWO, ONE, X
1.19099, 0.590354, TWO, ONE, X
1.76916, -0.819893, TWO, ONE, X
0.953315, 0.149253, TWO, ONE, X
2.07444, 0.818433, TWO, ONE, X
1.08007, 0.805724, TWO, ONE, X
1.16653, 1.3531, TWO, ONE, X
-0.315816, -0.843372, TWO, ONE, X
1.69697, 0.62496, TWO, ONE, X
0.971086, 0.714489, TWO, ONE, X
0.644759, 0.431229, TWO, ONE, X
2.8622, 1.26931, TWO, TWO, o
0.707166, 1.62902, TWO, ONE, X
0.395517, 2.36868, TWO, ONE, X
1.27265, 2.36688, TWO, TWO, o
0.687061, -0.252102, TWO, ONE, X
-1.50511, 1.34808, TWO, ONE, X
3.36131, 1.37665, TWO, TWO, o
-1.669, 2.34546, TWO, ONE, X
0.20416, 0.027485, TWO, ONE, X
1.57439, 1.82151, TWO, TWO, o
1.23308, 2.62531, TWO, TWO, o
1.2857, 2.93933, TWO, TWO, o
1.38986, 1.19986, TWO, ONE, X
0.91212, 3.13402, TWO, TWO, o
1.28955, 1.61806, TWO, ONE, X
0.719365, 3.51644, TWO, TWO, o
3.15618, 0.587132, TWO, TWO, o
1.80304, 1.45179, TWO, TWO, o
-0.14132, -0.477821, TWO, ONE, X
0.63144, 1.95738, TWO, ONE, X
0.974135, -0.098315, TWO, ONE, X
1.56615, 1.53346, TWO, TWO, o
0.706569, 0.327556, TWO, ONE, X
0.721775, 0.161403, TWO, ONE, X
1.23742, 1.49452, TWO, ONE, X
-0.193792, 0.815917, TWO, ONE, X
1.2987, 0.608892, TWO, ONE, X
-1.07942, 0.277753, TWO, ONE, X
0.143425, -0.515636, TWO, ONE, X
1.64145, 0.562445, TWO, ONE, X
0.226387, -0.963342, TWO, ONE, X
0.957592, 1.20423, TWO, ONE, X
1.08014, 1.09042, TWO, ONE, X
1.58438, 0.438555, TWO, ONE, X
0.508659, 1.24407, TWO, ONE, X
1.37478, 1.31705, TWO, ONE, X
0.932048, 2.06194, TWO, ONE, X
-0.06802, 0.592711, TWO, ONE, X
0.552731, -0.09459, TWO, ONE, X
0.268132, -0.209243, TWO, ONE, X
-0.003301, -0.134321, TWO, ONE, X
0.857836, -0.320712, TWO, ONE, X
0.735051, 1.19036, TWO, ONE, X
1.56449, 0.690366, TWO, ONE, X
2.30469, 1.01233, TWO, TWO, o
0.810352, -0.06956, TWO, ONE, X
1.61708, 1.36643, TWO, ONE, X
-0.163703, 1.8819, TWO, ONE, X
0.019583, 0.832927, TWO, ONE, X
-1.32208, 1.59316, TWO, ONE, X
-0.174435, 0.375968, TWO, ONE, X
2.65363, 1.15736, TWO, TWO, o
-0.930627, 2.623, TWO, ONE, X
-0.322653, 2.07866, TWO, ONE, X
2.76117, 0.310827, TWO, ONE, X
0.465043, 0.569877, TWO, ONE, X
2.65027, 1.37882, TWO, TWO, o
1.17031, 1.49835, TWO, ONE, X
1.34917, 1.63126, TWO, ONE, X
2.30537, 0.824321, TWO, TWO, o
-2.53356, 0.477754, TWO, ONE, X
0.278167, 1.0997, TWO, ONE, X
0.117394, 1.59302, TWO, ONE, X
0.744222, 0.383664, TWO, ONE, X
0.737125, 0.892155, TWO, ONE, X
1.66333, 1.99959, TWO, TWO, o
0.058404, 0.717298, TWO, ONE, X
2.88159, 1.96626, TWO, TWO, o
2.14332, 4.66579, TWO, TWO, o
0.582211, -0.691273, TWO, ONE, X
0.003357, 1.75548, TWO, ONE, X
3.26592, 2.18553, TWO, TWO, o
1.4383, 1.96064, TWO, TWO, o
0.986063, 1.94619, TWO, ONE, X
0.809763, 1.44794, TWO, ONE, X
-0.454957, 0.592021, TWO, ONE, X
2.23193, 1.20111, TWO, TWO, o
2.47141, 0.67147, TWO, TWO, o
3.78355, 1.01778, TWO, TWO, o
-0.331071, 1.8432, TWO, ONE, X
-0.37006, 1.77516, TWO, ONE, X
0.584321, 0.434151, TWO, ONE, X
-0.247955, 1.68386, TWO, ONE, X
1.03218, 1.90388, TWO, ONE, X
1.8538, -0.724588, TWO, ONE, X
1.5281, 0.489983, TWO, ONE, X
1.53502, 1.58841, TWO, TWO, o
2.3617, 1.2773, TWO, TWO, o
-0.205389, -0.982461, TWO, ONE, X
1.60999, -0.548192, TWO, ONE, X
0.657189, 2.21643, TWO, ONE, X
0.831697, 0.324595, TWO, ONE, X
1.83375, 0.825236, TWO, ONE, X
-0.308391, 1.66502, TWO, ONE, X
-1.29266, 2.28128, TWO, ONE, X
-1.71582, 1.487, TWO, ONE, X
1.1083, 1.30316, TWO, ONE, X
0.707958, 1.84033, TWO, ONE, X
0.440981, 1.98263, TWO, ONE, X
0.271398, 0.887136, TWO, ONE, X
1.4853, 0.365381, TWO, ONE, X
2.12146, -0.921655, TWO, ONE, X
2.42947, 2.46991, TWO, TWO, o
1.31843, 2.12023, TWO, TWO, o
-0.71765, 0.801084, TWO, ONE, X
0.822274, 0.522612, TWO, ONE, X
-2.58388, 0.219392, TWO, ONE, X
0.366949, 1.85371, TWO, ONE, X
2.9524, 0.146702, TWO, TWO, o
2.58178, 1.97344, TWO, TWO, o
1.70801, 1.07397, TWO, ONE, X
2.24621, 3.20038, TWO, TWO, o
1.19475, 1.99519, TWO, TWO, o
0.43326, 1.03471, TWO, ONE, X
1.3337, 1.42654, TWO, ONE, X
-0.854174, 1.01046, TWO, ONE, X
1.52254, 1.89603, TWO, TWO, o
0.21082, 0.27907, TWO, ONE, X
1.1836, 2.63476, TWO, TWO, o
0.0547, 0.158393, TWO, ONE, X
3.24678, -0.141835, TWO, TWO, o
-0.96409, 0.276253, TWO, ONE, X
1.12923, 0.271415, TWO, ONE, X
0.83783, 0.699772, TWO, ONE, X
0.911777, -0.412403, TWO, ONE, X
1.5436, 2.13211, TWO, TWO, o
1.03834, 2.42579, TWO, TWO, o
0.893686, -0.499382, TWO, ONE, X
1.33455, 1.35615, TWO, ONE, X
0.401242, 3.03004, TWO, TWO, o
1.03637, 1.63618, TWO, ONE, X
1.3369, 0.273489, TWO, ONE, X
2.82466, 2.18852, TWO, TWO, o
0.512498, 1.11099, TWO, ONE, X
0.456547, 2.56324, TWO, ONE, X
0.174909, -0.617055, TWO, ONE, X
1.52447, 1.17967, TWO, ONE, X
-0.248591, -0.274407, TWO, ONE, X
1.11789, 2.40731, TWO, TWO, o
1.65442, 2.60895, TWO, TWO, o
-0.503636, 0.560463, TWO, ONE, X
0.166453, 1.95373, TWO, ONE, X
1.30025, -0.324606, TWO, ONE, X
0.704959, 1.10849, TWO, ONE, X
1.13736, 1.28703, TWO, ONE, X
0.8887, 1.60531, TWO, ONE, X
0.299525, 0.186249, TWO, ONE, X
2.78164, 0.262882, TWO, ONE, X
1.57567, 2.12541, TWO, TWO, o
-1.46428, 1.30897, TWO, ONE, X
1.29441, 1.70606, TWO, ONE, X
1.70046, 1.02151, TWO, ONE, X
0.959923, 0.105386, TWO, ONE, X
0.736571, 0.125386, TWO, ONE, X
1.02326, -0.08728, TWO, ONE, X
0.4787, 2.72864, TWO, TWO, o
-0.464185, 2.05323, TWO, ONE, X
2.67908, -0.407622, TWO, ONE, X
1.7958, 1.051, TWO, ONE, X
0.978553, -0.074467, TWO, ONE, X
-0.202315, 0.471018, TWO, ONE, X
1.79869, 0.981288, TWO, ONE, X
-0.180667, 0.809696, TWO, ONE, X
1.02652, 1.50072, TWO, ONE, X
2.03714, 0.952548, TWO, ONE, X
-0.025939, -0.048963, TWO, ONE, X
2.01114, 1.05555, TWO, ONE, X
-0.503611, 1.9906, TWO, ONE, X
2.13332, 1.23823, TWO, TWO, o
0.956406, 0.296786, TWO, ONE, X
1.98252, -0.667348, TWO, ONE, X
-0.69842, 1.70004, TWO, ONE, X
2.03648, 0.518419, TWO, ONE, X
0.91653, 3.70022, TWO, TWO, o
1.67027, 1.58341, TWO, TWO, o
0.311654, 2.4814, TWO, ONE, X
1.45003, 1.45216, TWO, ONE, X
-0.278995, 1.19781, TWO, ONE, X
1.76261, 1.61642, TWO, TWO, o
0.54726, 2.71618, TWO, TWO, o
2.54394, 2.58024, TWO, TWO, o
1.05837, 1.25866, TWO, ONE, X
0.54802, 3.36711, TWO, TWO, o
-0.21575, 1.1996, TWO, ONE, X
0.780238, -0.018126, TWO, ONE, X
-0.633626, 1.52299, TWO, ONE, X
2.32105, 0.953739, TWO, TWO, o
1.01904, 1.96184, TWO, ONE, X
-0.019455, -0.09094, TWO, ONE, X
-0.854089, -0.033197, TWO, ONE, X
1.84421, 0.309127, TWO, ONE, X
2.21308, -0.142855, TWO, ONE, X
0.571753, -0.133785, TWO, ONE, X
1.74827, 2.09597, TWO, TWO, o
1.33532, 2.23812, TWO, TWO, o
1.69639, 1.73027, TWO, TWO, o
0.176563, 0.124056, TWO, ONE, X
1.40424, 1.98157, TWO, TWO, o
2.26632, 1.49122, TWO, TWO, o
2.24474, 0.765792, TWO, ONE, X
1.79444, 1.81375, TWO, TWO, o
1.03147, 1.02525, TWO, ONE, X
1.5095, 1.17399, TWO, ONE, X
2.18062, 1.81108, TWO, TWO, o
3.6088, 2.46952, TWO, TWO, o
3.46966, 1.82593, TWO, TWO, o
1.64785, 0.131734, TWO, ONE, X
1.08382, 1.14757, TWO, ONE, X
1.58881, -1.30738, TWO, ONE, X
1.04302, 1.72874, TWO, ONE, X
0.889546, 1.94374, TWO, ONE, X
1.23299, 0.617672, TWO, ONE, X
-0.333582, 0.641114, TWO, ONE, X
2.49451, 1.44173, TWO, TWO, o
0.853583, 1.36239, TWO, ONE, X
1.10515, 1.75359, TWO, ONE, X
2.36663, 1.13861, TWO, TWO, o
-0.104894, -0.251832, TWO, ONE, X
2.27154, 0.804528, TWO, TWO, o
0.24785, 0.603475, TWO, ONE, X
1.90369, 0.159229, TWO, ONE, X
0.156585, 0.635383, TWO, ONE, X
2.24831, 2.08994, TWO, TWO, o
-0.846754, 1.47164, TWO, ONE, X
3.21388, -0.556261, TWO, ONE, X
0.683255, 1.0559, TWO, ONE, X
-0.134324, 1.71569, TWO, ONE, X
0.410461, 1.50629, TWO, ONE, X
-0.863408, -1.13325, TWO, ONE, X
-0.914886, 0.985283, TWO, ONE, X
0.869034, 0.651595, TWO, ONE, X
1.24102, 1.85282, TWO, TWO, o
2.10751, 0.498429, TWO, ONE, X
-0.824421, -0.147523, TWO, ONE, X
0.691219, 1.20417, TWO, ONE, X
2.9968, 1.23697, TWO, TWO, o
1.10712, 1.79489, TWO, ONE, X
-0.541508, 1.15819, TWO, ONE, X
1.70867, 1.4642, TWO, TWO, o
0.933351, -0.591605, TWO, ONE, X
2.13667, -0.324996, TWO, ONE, X
0.882427, 1.49445, TWO, ONE, X
0.433513, 0.851342, TWO, ONE, X
0.68673, 0.896704, TWO, ONE, X
3.30852, -0.94506, TWO, ONE, X
1.0716, 2.77605, TWO, TWO, o
0.881642, 0.880245, TWO, ONE, X
0.088745, 2.83521, TWO, ONE, X
3.251, -0.569042, TWO, ONE, X
2.94422, 0.069801, TWO, ONE, X
0.046362, 0.228465, TWO, ONE, X
1.88282, 0.605356, TWO, ONE, X
-0.966366, -0.395231, TWO, ONE, X
1.19677, -0.457773, TWO, ONE, X
3.24545, -0.635835, TWO, ONE, X
1.74466, 1.67187, TWO, TWO, o
1.60977, 0.31609, TWO, ONE, X
0.028273, 2.66335, TWO, ONE, X
0.903206, 0.478621, TWO, ONE, X
-0.977941, 0.74882, TWO, ONE, X
0.591843, 1.08281, TWO, ONE, X
0.591432, 0.66196, TWO, ONE, X
1.59202, -0.265826, TWO, ONE, X
-0.77651, 1.65428, TWO, ONE, X
1.1776, 1.00758, TWO, ONE, X
0.027998, 0.765205, TWO, ONE, X
1.89936, 1.91553, TWO, TWO, o
1.33277, 1.62844, TWO, ONE, X
0.951324, 0.573422, TWO, ONE, X
2.74897, -0.801051, TWO, ONE, X
0.951189, 1.36281, TWO, ONE, X
1.22772, 0.079409, TWO, ONE, X
1.6829, 1.15132, TWO, ONE, X
-1.21829, 0.766162, TWO, ONE, X
-0.016568, -0.663557, TWO, ONE, X
0.691888, 0.527977, TWO, ONE, X
1.02485, 0.634628, TWO, ONE, X
-0.827585, 0.425253, TWO, ONE, X
0.857751, 1.94396, TWO, ONE, X
1.08236, -0.208619, TWO, ONE, X
1.7177, 1.79226, TWO, TWO, o
1.58049, 0.044262, TWO, ONE, X
1.20343, 1.36752, TWO, ONE, X
2.08097, 1.64983, TWO, TWO, o
3.718, 1.06122, TWO, TWO, o
0.896697, 2.77277, TWO, TWO, o
1.28966, 0.169916, TWO, ONE, X
0.52023, 1.26326, TWO, ONE, X
1.34618, 2.08786, TWO, TWO, o
-0.126633, 2.02595, TWO, ONE, X
0.783612, 1.91822, TWO, ONE, X
2.05684, 0.134059, TWO, ONE, X
1.04303, 1.07209, TWO, ONE, X
1.94869, 2.28056, TWO, TWO, o
-0.230739, 0.17875, TWO, ONE, X
1.25304, -0.160635, TWO, ONE, X
0.160823, 1.46437, TWO, ONE, X
0.263639, 1.61256, TWO, ONE, X
0.792836, 1.53403, TWO, ONE, X
0.771931, 1.25487, TWO, ONE, X
0.952328, 0.18047, TWO, ONE, X
2.84802, -0.177602, TWO, ONE, X
1.32426, 2.24955, TWO, TWO, o
-0.105607, 2.4346, TWO, ONE, X
1.87444, 1.84853, TWO, TWO, o
2.09511, 1.45135, TWO, TWO, o
-0.100295, 2.13657, TWO, ONE, X
1.6401, 1.14614, TWO, ONE, X
2.67445, 0.02062, TWO, ONE, X
-0.84865, -1.04162, TWO, ONE, X
1.93332, 0.792199, TWO, ONE, X
1.7563, -0.151924, TWO, ONE, X
2.21098, 1.39109, TWO, TWO, o
2.28639, 0.684915, TWO, ONE, X
1.175, -0.401502, TWO, ONE, X
0.29105, 2.43329, TWO, ONE, X
1.51537, 3.54094, TWO, TWO, o
-0.242735, -0.177004, TWO, ONE, X
1.45066, 0.960888, TWO, ONE, X
1.72742, 0.960078, TWO, ONE, X
0.44241, 0.497875, TWO, ONE, X
0.109521, 2.16927, TWO, ONE, X
1.38888, 1.98472, TWO, TWO, o
0.75321, -0.299112, TWO, ONE, X
1.55423, 1.1412, TWO, ONE, X
1.75187, 0.847709, TWO, ONE, X
0.316502, 0.851056, TWO, ONE, X
0.215182, 0.871728, TWO, ONE, X
-0.661064, 0.762203, TWO, ONE, X
0.271212, -0.081647, TWO, ONE, X
0.895959, 1.51642, TWO, ONE, X
1.05346, 0.386592, TWO, ONE, X
1.01298, -0.140705, TWO, ONE, X
0.542673, 1.26737, TWO, ONE, X
0.914932, -0.304449, TWO, ONE, X
0.771038, -0.266476, TWO, ONE, X
1.37345, 1.95368, TWO, TWO, o
2.61563, 0.725522, TWO, TWO, o
1.72944, 0.781458, TWO, ONE, X
-0.442804, 1.71339, TWO, ONE, X
0.671738, 0.255419, TWO, ONE, X
1.26467, 2.52502, TWO, TWO, o
1.84785, 0.470698, TWO, ONE, X
1.51096, 2.76036, TWO, TWO, o
1.89664, 2.74326, TWO, TWO, o
2.53055, -0.087624, TWO, ONE, X
1.88957, -1.06059, TWO, ONE, X
2.32489, 1.72713, TWO, TWO, o
0.989817, 2.79137, TWO, TWO, o
1.07187, 0.396142, TWO, ONE, X
0.536362, 0.799667, TWO, ONE, X
2.42074, 2.07343, TWO, TWO, o
1.14058, 0.121045, TWO, ONE, X
0.985403, 0.217719, TWO, ONE, X
3.06847, 0.635129, TWO, TWO, o
0.299874, 1.69739, TWO, ONE, X
1.31497, 2.57979, TWO, TWO, o
1.13819, 0.334153, TWO, ONE, X
1.21809, 0.389263, TWO, ONE, X
0.44609, 0.252557, TWO, ONE, X
1.72326, 1.18374, TWO, ONE, X
2.2426, 1.53694, TWO, TWO, o
0.702358, 1.18846, TWO, ONE, X
1.73348, 1.34555, TWO, TWO, o
0.811272, 0.366355, TWO, ONE, X
0.50259, 0.256311, TWO, ONE, X
0.609346, 1.13247, TWO, ONE, X
1.16364, 2.53289, TWO, TWO, o
-0.187349, 1.19636, TWO, ONE, X
0.453867, -0.981866, TWO, ONE, X
-0.17044, 1.54724, TWO, ONE, X
0.007954, -0.016732, TWO, ONE, X
1.13189, 1.36538, TWO, ONE, X
0.218436, 0.641367, TWO, ONE, X
1.51118, 0.849728, TWO, ONE, X
1.72415, -0.667316, TWO, ONE, X
-0.208984, 0.621929, TWO, ONE, X
2.21453, 0.911038, TWO, TWO, o
1.26316, 0.632456, TWO, ONE, X
0.914885, -0.133642, TWO, ONE, X
-0.693401, 2.14458, TWO, ONE, X
1.39693, 1.29853, TWO, ONE, X
2.51528, 0.49789, TWO, ONE, X
-1.25286, 2.66478, TWO, ONE, X
0.150123, -0.071095, TWO, ONE, X
2.1478, 0.5758, TWO, ONE, X
0.51037, -0.827924, TWO, ONE, X
2.07935, 1.40261, TWO, TWO, o
1.32954, -0.594527, TWO, ONE, X
1.93696, 0.645806, TWO, ONE, X
0.955058, 1.13336, TWO, ONE, X
0.929499, 0.810986, TWO, ONE, X
1.37902, -0.030034, TWO, ONE, X
-1.02358, 1.687, TWO, ONE, X
2.67025, 1.45144, TWO, TWO, o
1.8867, 0.748446, TWO, ONE, X
1.20599, 2.00517, TWO, TWO, o
0.467399, 1.04711, TWO, ONE, X
0.761944, -0.191702, TWO, ONE, X
-0.019269, 0.1385, TWO, ONE, X
-0.156185, 1.29068, TWO, ONE, X
1.04114, 1.34534, TWO, ONE, X
2.346, 1.47372, TWO, TWO, o
0.55677, 1.62517, TWO, ONE, X
0.702231, -0.087366, TWO, ONE, X
2.57626, 2.61966, TWO, TWO, o
2.57345, 0.772891, TWO, TWO, o
0.292371, -0.085015, TWO, ONE, X
0.367674, 0.926886, TWO, ONE, X
0.830809, -0.290815, TWO, ONE, X
0.587965, 0.513531, TWO, ONE, X
-0.953322, 1.29979, TWO, ONE, X
0.358751, 1.37934, TWO, ONE, X
1.60452, 1.24674, TWO, ONE, X
1.86886, 1.07444, TWO, ONE, X
0.654504, -0.429353, TWO, ONE, X
0.498587, 1.23395, TWO, ONE, X
1.71922, 1.3492, TWO, TWO, o
-0.655672, 1.0055, TWO, ONE, X
